name,url,bytes,source
20231219-asx200-removal.pdf,https://files.marketindex.com.au/files/announcements/20231219-asx200-removal.pdf,71649,marketindex
20240201-asx200-removal.pdf,https://files.marketindex.com.au/files/announcements/20240201-asx200-removal.pdf,113927,marketindex
20240301-asx200-rebalance.pdf,https://files.marketindex.com.au/files/announcements/20240301-asx200-rebalance.pdf,106204,marketindex
20240502-asx200-removal.pdf,https://files.marketindex.com.au/files/announcements/20240502-asx200-removal.pdf,76639,marketindex
20240531-asx200-removal.pdf,https://files.marketindex.com.au/files/announcements/20240531-asx200-removal.pdf,61085,marketindex
20240607-asx200-rebalance.pdf,https://files.marketindex.com.au/files/announcements/20240607-asx200-rebalance.pdf,114629,marketindex
20240611-asx200-removal.pdf,https://files.marketindex.com.au/files/announcements/20240611-asx200-removal.pdf,72532,marketindex
20240719-asx200-removal.pdf,https://files.marketindex.com.au/files/announcements/20240719-asx200-removal.pdf,27127,marketindex
20240906-asx200-rebalance.pdf,https://files.marketindex.com.au/files/announcements/20240906-asx200-rebalance.pdf,69528,marketindex
20240918-asx200-removal.pdf,https://files.marketindex.com.au/files/announcements/20240918-asx200-removal.pdf,57109,marketindex
20241206-asx200-rebalance.pdf,https://files.marketindex.com.au/files/announcements/20241206-asx200-rebalance.pdf,68555,marketindex
20250228-asx200-removal.pdf,https://files.marketindex.com.au/files/announcements/20250228-asx200-removal.pdf,133495,marketindex
20250307-asx200-rebalance.pdf,https://files.marketindex.com.au/files/announcements/20250307-asx200-rebalance.pdf,137478,marketindex
20250416-asx200-removal.pdf,https://files.marketindex.com.au/files/announcements/20250416-asx200-removal.pdf,57225,marketindex
20250606-asx200-rebalance.pdf,https://files.marketindex.com.au/files/announcements/20250606-asx200-rebalance.pdf,73172,marketindex
20250715-asx200-removal.pdf,https://files.marketindex.com.au/files/announcements/20250715-asx200-removal.pdf,57083,marketindex
20250905-asx200-rebalance.pdf,https://files.marketindex.com.au/files/announcements/20250905-asx200-rebalance.pdf,77697,marketindex
20250909-asx200-removal.pdf,https://files.marketindex.com.au/files/announcements/20250909-asx200-removal.pdf,57237,marketindex
20250922-asx200-removal.pdf,https://files.marketindex.com.au/files/announcements/20250922-asx200-removal.pdf,57217,marketindex
20251205-asx200-rebalance.pdf,https://files.marketindex.com.au/files/announcements/20251205-asx200-rebalance.pdf,75445,marketindex
20260306-asx200-rebalance.pdf,https://files.marketindex.com.au/files/announcements/20260306-asx200-rebalance.pdf,109811,marketindex
20260413-asx200-removal.pdf,https://files.marketindex.com.au/files/announcements/20260413-asx200-removal.pdf,143976,marketindex
20260415-asx200-removal.pdf,https://files.marketindex.com.au/files/announcements/20260415-asx200-removal.pdf,143976,marketindex
20260606-asx200-rebalance.pdf,https://files.marketindex.com.au/files/announcements/20260606-asx200-rebalance.pdf,112029,marketindex
20210312-asx200-quarterly-march2021.pdf,https://www.asx.com.au/asxpdf/20210312/pdf/44tm5n0xpsn800.pdf,157761,quarterly-direct
