announcement_date,side,ticker,hit,entry_date,ret_to_announce_pct,ret_through_pop_pct
2013-09-06,add,LYC,False,2013-08-23,6.410264038454816,5.128188918283505
2013-09-06,add,MYR,False,2013-08-23,6.343286307159346,6.343286307159346
2013-09-06,add,PEN,False,2013-08-23,-3.846147056071547,0.0
2013-09-06,add,URF,False,2013-08-23,-0.5347800751936194,-1.0695294525963739
2013-09-06,add,EVT,False,2013-08-23,2.4955436720142554,3.0303030303030276
2013-09-06,rem,HZN,False,2013-08-23,-0.0,2.9411808445477527
2013-09-06,rem,GEM,False,2013-08-23,-0.0,-0.0
2013-09-06,rem,MMS,False,2013-08-23,-11.666673332142619,-5.666698348950261
2013-09-06,rem,DMP,False,2013-08-23,1.259243304676183,1.40739281066119
2013-09-06,rem,PMV,False,2013-08-23,-3.188752006007234,-5.484686281137585
2013-12-06,add,MYR,False,2013-11-22,-4.166644251470508,-7.291659717955867
2013-12-06,add,MND,False,2013-11-22,0.0,0.0
2013-12-06,add,AGI,False,2013-11-22,-4.8035093248175675,-7.423607487316087
2013-12-06,add,HUM,False,2013-11-22,,
2013-12-06,add,URF,False,2013-11-22,1.0869614727746946,0.5434932157099004
2013-12-06,rem,HZN,False,2013-11-22,3.1745874441198585,3.1745874441198585
2013-12-06,rem,GEM,False,2013-11-22,-0.0,-0.0
2013-12-06,rem,MMS,False,2013-11-22,3.750001868212438,6.328119303181145
2013-12-06,rem,PMV,False,2013-11-22,5.0955545362932675,2.292988301863963
2013-12-06,rem,DMP,False,2013-11-22,5.152662893286686,5.852414719172816
2014-03-07,add,MSB,False,2014-02-21,0.0,0.0
2014-03-07,add,REH,False,2014-02-21,0.0,0.0
2014-03-07,add,NHC,False,2014-02-21,-2.0289992242310317,-2.6087052400662447
2014-03-07,add,ABC,False,2014-02-21,3.806228373702414,2.422145328719716
2014-03-07,add,SPR,False,2014-02-21,-2.7906976744186074,-11.627906976744185
2014-03-07,rem,HZN,False,2014-02-21,3.07694108030645,-0.0
2014-03-07,rem,BCI,False,2014-02-21,2.6816296162513797,10.64582019940129
2014-03-07,rem,MMS,False,2014-02-21,2.897388257042399,4.16315906687954
2014-03-07,rem,GEM,False,2014-02-21,-0.0,-0.0
2014-03-07,rem,PMV,False,2014-02-21,-5.425437857107851,-4.438992890338422
2014-06-06,add,BKW,False,2014-05-23,1.969872537659323,1.2746234067207318
2014-06-06,add,HLI,False,2014-05-23,0.0,0.0
2014-06-06,add,SPR,False,2014-05-23,4.827586206896561,4.827586206896561
2014-06-06,add,ACF,False,2014-05-23,0.0,0.0
2014-06-06,add,SWM,False,2014-05-23,-2.2900763358778664,-1.526717557251911
2014-06-06,rem,BCI,False,2014-05-23,2.1798493428635712,0.8174445641213723
2014-06-06,rem,HZN,False,2014-05-23,-1.333350060640437,-1.333350060640437
2014-06-06,rem,BGA,False,2014-05-23,-0.38913812574294937,-0.5836922688182034
2014-06-06,rem,OFX,False,2014-05-23,16.149057446784674,13.975161652274648
2014-06-06,rem,MMS,False,2014-05-23,11.359393825908615,13.128477112429248
2014-09-05,add,PEN,False,2014-08-22,3.999992655847495,3.999992655847495
2014-09-05,add,MSB,False,2014-08-22,0.0,0.0
2014-09-05,add,BKW,False,2014-08-22,-2.497285559174811,-2.497285559174811
2014-09-05,add,HLS,False,2014-08-22,0.0,0.0
2014-09-05,add,SWM,False,2014-08-22,-11.409395973154357,-12.080536912751672
2014-09-05,rem,BCI,False,2014-08-22,21.090911525309075,22.500005449092953
2014-09-05,rem,HZN,False,2014-08-22,4.347835506648945,5.797103388623858
2014-09-05,rem,OFX,False,2014-08-22,-3.4187998561888255,-2.5641014474621526
2014-09-05,rem,BGA,False,2014-08-22,1.216731841982499,0.8323525094911632
2014-09-05,rem,MMS,False,2014-08-22,-4.60648546659066,-5.854124233478619
2014-12-05,add,ABC,False,2014-11-21,5.882352941176472,6.302521008403361
2014-12-05,add,HLS,False,2014-11-21,0.0,0.0
2014-12-05,add,PEN,False,2014-11-21,-8.69564892006468,-13.043479616639718
2014-12-05,add,NHC,False,2014-11-21,-2.409611659766131,-3.212854708449775
2014-12-05,add,MSB,False,2014-11-21,0.0,0.0
2014-12-05,rem,BCI,False,2014-11-21,16.964364341099035,15.17863866359852
2014-12-05,rem,HZN,False,2014-11-21,21.276596540838344,21.276596540838344
2014-12-05,rem,OFX,False,2014-11-21,-25.07533989842066,-25.531838435164957
2014-12-05,rem,AGI,False,2014-11-21,12.601625225270796,12.195135134375501
2014-12-05,rem,BGA,False,2014-11-21,6.451623510619974,5.8823855186842415
2015-03-06,add,ABC,False,2015-02-20,18.28358208955223,16.791044776119392
2015-03-06,add,XRO,False,2015-02-20,23.560208953533703,18.429321400321406
2015-03-06,add,MRM,False,2015-02-20,-21.276595744680836,-19.680851063829774
2015-03-06,add,HLI,False,2015-02-20,0.0,0.0
2015-03-06,add,HLS,False,2015-02-20,0.0,0.0
2015-03-06,rem,BCI,True,2015-02-20,17.924609657274747,23.585010878264278
2015-03-06,rem,HZN,True,2015-02-20,-7.692319399710934,-7.692319399710934
2015-03-06,rem,OFX,False,2015-02-20,-5.106376423516745,-2.1276507301416503
2015-03-06,rem,BGA,False,2015-02-20,2.4474886880995195,4.492612707525656
2015-03-06,rem,AGI,False,2015-02-20,5.574916088228942,9.407662212127788
2015-06-05,add,HLS,False,2015-05-22,0.0,0.0
2015-06-05,add,BKW,False,2015-05-22,-3.1697341513292288,-3.3742331288343586
2015-06-05,add,EVT,False,2015-05-22,0.21008403361344463,0.6302521008403339
2015-06-05,add,HLI,False,2015-05-22,0.0,0.0
2015-06-05,add,NUF,False,2015-05-22,0.0,0.0
2015-06-05,rem,OFX,False,2015-05-22,13.584914354359046,13.962256070654544
2015-06-05,rem,BGA,False,2015-05-22,3.846200434546798,4.273511652753282
2015-06-05,rem,AAC,False,2015-05-22,7.931034879650401,10.344833823077959
2015-06-05,rem,SYR,False,2015-05-22,-0.0,-0.0
2015-06-05,rem,MMS,False,2015-05-22,2.4961030001291573,2.9641314751659986
2015-09-04,add,HLS,False,2015-08-21,0.0,0.0
2015-09-04,add,APE,False,2015-08-21,2.388086035307624,3.68159311009999
2015-09-04,add,XRO,False,2015-08-21,-10.145981087593869,-10.437951616133411
2015-09-04,add,NUF,False,2015-08-21,0.0,0.0
2015-09-04,add,HLI,False,2015-08-21,0.0,0.0
2015-09-04,rem,NSR,False,2015-08-21,11.37722524613024,11.97601315191088
2015-09-04,rem,CCP,False,2015-08-21,-0.0,-0.0
2015-09-04,rem,OFX,False,2015-08-21,7.6922976522746485,6.538453548268574
2015-09-04,rem,BGA,False,2015-08-21,-5.563196679690563,-5.801481224406779
2015-09-04,rem,SYR,False,2015-08-21,-0.0,-0.0
