ticker,action,cohort,announcement_date,"ann[-1,+1]","ann[0,+1]","post[+2,+5]","post[+2,+10]","run[0,+10]","run[0,+20]"
FPH,Addition,off_cycle,2015-05-22,2.6439544473722876,3.050908167794719,0.39293158484374757,10.762241156068308,13.813149323863028,8.82908539082823
NSR,Addition,scheduled,2015-06-05,2.771273208197267,0.06072892428802268,0.6862364199703874,2.8139543036950765,2.874683227983099,7.290393785586502
BKL,Addition,off_cycle,2015-09-03,-2.4286835389085937,-4.667235321336838,7.944521874564326,22.19918568939923,17.53195036806239,24.344288492025033
KMD,Removal,scheduled,2015-09-04,-1.8929897724585754,0.3290704231568853,-7.85724113961863,-12.12231817120334,-11.793247748046454,-11.705597722325722
AGI,Removal,scheduled,2015-09-04,-5.805855044546737,-3.2101285013298897,0.9918302634667642,2.3445719117910824,-0.8655565895388078,-1.0458494660441011
GTY,Addition,scheduled,2015-09-04,-3.847863664425288,-3.6118527134108565,1.6416929766288835,2.275518870333848,-1.3363338430770084,8.336953235027577
MRM,Removal,scheduled,2015-09-04,7.2207768623813955,7.957918080316407,3.443256530509109,4.814492461731579,12.772410542047988,18.351030117472423
ALU,Addition,scheduled,2015-09-04,7.050969584646227,5.606292620763053,1.276773593246261,-1.6003346303856243,4.0059579903774285,16.908732245714496
BAP,Addition,scheduled,2015-09-04,0.5529741223586848,-0.6084193113393255,0.9807725029201464,2.7402732277331587,2.1318539163938324,4.6048973899896595
CGC,Addition,scheduled,2015-12-04,4.887340259927719,2.344626225349844,5.32780027229297,-8.852342835952221,-6.507716610602378,-2.1073691490874236
PRG,Addition,scheduled,2015-12-04,1.9580498146526293,1.3761200938002371,-4.674065242700255,-5.873353736864395,-4.497233643064158,4.012635336385961
CDD,Removal,scheduled,2015-12-04,2.7770047077412268,-3.393156689797705,-19.999154539296114,-21.904182971527185,-25.29733966132489,-114.81204219357366
PDN,Removal,scheduled,2015-12-04,-0.2158724408719781,-0.7978021617243702,-1.9202302985539266,7.979835720473417,7.182033558749046,10.189050355937125
ARI,Removal,scheduled,2015-12-04,2.2504015009916385,6.931227070847057,3.2332937594465765,-2.502283858245459,4.428943212601595,54.20480003636558
NAB,Addition,off_cycle,2016-01-25,-1.278869516130987,-0.6103246141563989,2.7285819200727146,-1.570346889880203,-2.180671504036602,-2.9177548398849007
LNK,Addition,off_cycle,2016-02-04,0.8404048681809106,-0.7784358981551609,-5.999281409905022,-7.364832657204934,-8.143268555360095,-4.295869072044977
IPH,Addition,scheduled,2016-03-11,-0.2132916776628413,-2.8040549166153173,-7.279935480402611,-7.376493744113577,-10.180548660728892,-1.0796669507554877
AWE,Removal,scheduled,2016-03-11,-1.108512394818339,2.5132178648562653,11.926003869290568,8.136696406946253,10.649914271802519,-4.1981318362800835
KAR,Removal,scheduled,2016-03-11,-2.347316113836006,-6.733319345070965,1.40615241910087,-10.833273200864134,-17.5665925459351,-21.322081920845115
BKW,Addition,scheduled,2016-03-11,2.2331947084564097,3.7198866975665767,0.2681049156813331,5.911127124996163,9.631013822562739,8.033185325561366
SGH,Removal,scheduled,2016-03-11,-0.36712967298311305,-2.3856786386082462,-7.3487728875235145,-10.123251574601145,-12.508930213209391,-15.647349001809514
REC,Removal,off_cycle,2016-04-14,-3.364988347379283,-1.7752283967451987,1.2285286117257654,-102.52705629672988,-104.30228469347507,-118.62029773525376
A2M,Addition,scheduled,2016-06-10,7.267539098725594,8.15475955325865,12.050461917373323,11.742027166662627,19.89678671992128,24.851521528542506
ECX,Addition,off_cycle,2016-06-21,2.170709930321879,3.3798950404407058,-2.7940187849589293,-5.498360089133258,-2.1184650486925527,-1.6696420626104325
RWC,Addition,off_cycle,2016-07-22,1.6166077352792851,-0.9727666302396965,-3.182588212901327,-1.631047008641917,-2.6038136388816135,-1.805102987778917
WEB,Addition,scheduled,2016-09-02,2.7356811118810165,4.248424231263359,3.2111026635391005,4.6931090767028945,8.941533307966253,19.276935995869604
SHV,Removal,scheduled,2016-09-02,-5.442549277491981,-8.89712050668866,0.9964174117460423,-0.8037807804538994,-9.700901287142557,-15.641561101104262
PRG,Removal,scheduled,2016-09-02,-1.962109563754444,-6.933517071284779,6.6765457707339335,16.43903937860471,9.505522307319934,12.074866521950334
VRL,Removal,scheduled,2016-09-02,0.053395739015760224,-0.26686751045507107,10.005407775276108,44.105416034751265,43.83854852429619,-8.774877990977245
NXT,Addition,scheduled,2016-09-02,2.79172525869823,0.9676925468946718,3.6514342692987034,3.583282032599066,4.550974579493738,5.03142253595591
OFX,Removal,scheduled,2016-12-09,-0.4668205330467412,-1.8723069146333815,2.377011108053639,-2.1329927509073143,-4.005299665540695,-6.148186143781654
NAN,Addition,scheduled,2016-12-09,2.111436758383023,1.6348675660797007,1.5190942131037777,-1.4635834361301336,0.1712841299495671,-6.279831588897166
CNU,Addition,off_cycle,2017-04-21,0.4472296250053298,1.1422781054705178,0.5209886502293593,4.283097453215223,5.425375558685741,5.742244787588113
OML,Addition,off_cycle,2017-07-28,4.013759945884898,2.8770857735301525,0.2594086542064056,0.9966622687014759,3.873748042231628,12.022613040482074
NHF,Addition,scheduled,2017-09-01,2.102334754931423,1.3461180970126385,-1.3427929782633075,-4.14543181337188,-2.799313716359242,-1.715001441571562
CLW,Addition,scheduled,2017-09-01,1.0041044150534417,2.0400252986881195,0.6840725700442807,1.4704167533055368,3.5104420519936563,3.900248054467892
SKT,Removal,scheduled,2017-09-01,-0.8906437820983326,-2.900454072079106,5.273170831215523,1.9949551079302852,-0.90549896414882,3.68886239174132
SOL,Addition,scheduled,2017-09-01,1.2962010102241406,1.5181507713750264,3.111254029295052,-2.7321455061548816,-1.2139947347798552,-10.258383139637681
FXJ,Addition,off_cycle,2017-11-07,0.4103857326145377,-0.5969782153872782,-3.2336765092834674,-21.324986963764236,-21.921965179151517,-16.904173353674704
LYC,Addition,scheduled,2017-12-08,11.134393765765104,5.302228911517415,-6.628028874013524,9.106885665827415,14.409114577344829,23.670517212747583
WTC,Addition,scheduled,2017-12-08,1.4685769942029303,1.1889784872790576,0.6040824519016441,9.53302314209973,10.722001629378786,10.559873018719912
REG,Removal,scheduled,2017-12-08,-0.3101447151581671,-2.1347212188754905,-5.009702119479065,-10.631879389271404,-12.766600608146891,-6.77508609708487
AAC,Removal,scheduled,2018-03-09,5.900372280097677,2.5755027601120917,1.3191484592588898,-0.6217611353061541,1.953741624805938,3.677251775091095
XRO,Addition,scheduled,2018-03-09,2.1367378008061877,1.4456428896060025,4.560287415148023,8.558389599080728,10.00403248868673,10.076892636569799
MYR,Removal,scheduled,2018-03-09,-2.533610760174976,-6.438331949865917,0.8476588137727781,-15.367663539573439,-21.805995489439354,-13.58317334998057
HT1,Removal,scheduled,2018-03-09,7.462306834841326,4.849505484912853,-0.9763778924913757,4.033923482126789,8.883428967039642,9.627869719483861
IEL,Addition,off_cycle,2018-05-03,3.8311899938791916,3.502775318968121,-0.9752533086246129,6.006735699259525,9.509511018227645,23.189917560438936
RFG,Removal,scheduled,2018-06-08,-24.09227141561602,-17.92404108716972,1.3278609026682657,-12.117935530766676,-30.041976617936395,-30.785192857359817
INM,Removal,scheduled,2018-06-08,0.5077880605845797,1.2413295038904981,-2.261748291795551,1.2902975024803087,2.531627006370807,5.265447223942266
ING,Addition,scheduled,2018-06-08,-9.521633631619673,0.05925818752319234,1.3075809256120507,-0.6392464769901518,-0.5799882894669595,-1.974854839659967
ELD,Addition,off_cycle,2018-08-31,2.48731136483189,0.4962481312774436,0.3704691079725926,10.283742954254782,10.779991085532226,8.706095551930506
VEA,Addition,off_cycle,2018-09-10,3.039702799336952,5.425075932670964,3.3155058919846603,0.35075004731844883,5.775825979989413,3.318082773234954
EHL,Addition,off_cycle,2018-10-04,7.505653616106489,7.830486329849284,-1.737875627350316,2.149701094235611,9.980187424084896,-3.951504247581182
GTY,Removal,off_cycle,2018-10-04,-0.5187279675139322,-0.19389525377113692,4.503297157162267,3.0521792128368253,2.8582839590656888,4.518336720478622
APO,Removal,off_cycle,2018-10-11,2.5475482192593213,2.691556874812384,-0.6527288793756303,4.09546761758377,6.787024492396155,3.698880756849687
BVS,Addition,off_cycle,2018-10-11,-0.6053557656392368,5.0686120651759925,2.7252487131455787,2.164321689552961,7.232933754728954,16.63930920214036
WES,Addition,off_cycle,2018-11-14,-1.3170157926148285,-2.8764346869389668,0.2164377813909657,-2.7637788870215285,-5.640213573960495,-4.75575721555177
FXJ,Removal,off_cycle,2018-11-21,0.4646764868488362,-0.7136160533119718,3.948779869490271,6.116833898161988,5.403217844850017,
NHC,Addition,off_cycle,2018-11-29,6.35432010589938,6.927411696275909,-2.7262329192891177,4.687894405671299,11.615306101947208,9.841762772206998
HUB,Addition,scheduled,2019-03-08,8.587198381274087,8.165927943809349,4.814694773368178,-1.3567564315102523,6.809171512299097,15.535780444721109
PNI,Addition,scheduled,2019-03-08,1.3284286372265086,-0.7515676238975866,11.899283602245227,8.901004757202191,8.149437133304605,4.952989080101588
ASB,Addition,off_cycle,2019-06-14,7.874012656727358,7.171536459114581,1.9624675227698285,6.389950108086939,13.561486567201518,15.596121265759564
SSM,Addition,scheduled,2019-06-14,3.0210459752511354,4.601169216638235,5.033088904949922,7.6918881306526465,12.293057347290882,13.958613763695748
SWM,Removal,scheduled,2019-06-14,-1.8348289560338737,0.18611645755850503,-1.786949825710837,-4.444070663983002,-4.257954206424497,-13.085746785229379
SYR,Removal,scheduled,2019-06-14,-7.802377888649048,-6.4460454889285534,-12.801308223382634,-10.858530277371214,-17.30457576629977,-9.699794141359657
CUV,Addition,scheduled,2019-06-14,8.418081250535625,8.101381249842156,3.847554735619274,-8.931426633980145,-0.8300453841379887,-3.1205443750746538
PME,Addition,off_cycle,2019-07-31,9.258818900862831,8.952756173783005,-18.56496506399987,-7.092484178808254,1.8602719949747497,26.553453966871842
PGH,Removal,scheduled,2019-09-06,-6.276822676152371,-6.231518933370972,0.6632352332052172,-3.841737915797472,-10.073256849168441,-3.6001721161332045
ECX,Removal,scheduled,2019-09-06,-0.8079372247959737,-0.5221824290047916,0.3434144072820944,6.393866650764201,5.871684221759409,8.958883318122291
PNV,Addition,scheduled,2019-09-06,5.618561937196009,2.816301606438665,-9.285215298207428,-3.54752939600781,-0.7312277895691444,3.147787762101261
EHL,Removal,scheduled,2019-09-06,9.71468335956136,1.4935671888051338,-2.236734972907106,-2.050295190465967,-0.5567280016608338,-6.418231024094313
ALG,Removal,scheduled,2019-09-06,-2.4416964257269025,-2.0234727019046272,6.1650088005925525,2.392812356140805,0.3693396542361782,-5.004803692098738
SLR,Addition,scheduled,2019-09-06,-3.3139880705007174,-2.3953218823044686,-9.11180268220253,-3.8389402793310383,-6.234262161635505,-14.760911640954635
GOR,Addition,scheduled,2019-09-06,-1.4372014269312117,-1.395728221191106,2.434400883423493,-4.52025449875808,-5.915982719949186,-11.970101801753941
CKF,Addition,scheduled,2019-09-06,3.4891803800520704,2.1593122753094662,3.4978583442796922,9.353146334393202,11.51245860970267,15.761247421239199
NWL,Addition,scheduled,2019-09-06,5.157681652785273,5.059839177270997,1.2526044721822838,6.867665344038932,11.927504521309928,13.916575569253707
SIG,Removal,scheduled,2019-09-06,-1.3610065269019085,1.1970222833248223,8.506482267702332,5.396018751590404,6.593041034915226,1.0132370770006842
JIN,Addition,scheduled,2019-09-06,15.043231360330234,11.3107337835612,-10.766267836074716,-10.4780070874106,0.8327266961506008,15.867189503268042
AVH,Addition,off_cycle,2019-11-07,1.236436403620278,1.4207500171935177,-15.228860736263961,-26.73526893002454,-25.31451891283102,-12.725985081738177
EML,Addition,off_cycle,2019-12-05,-2.470504671860285,0.30110938590957037,-6.419833848763812,-5.796389052132145,-5.495279666222574,2.6082195667751398
INA,Addition,scheduled,2019-12-13,0.5790108069723132,0.38081892598731404,6.462390263905116,11.696916121763511,12.077735047750826,3.951527230890462
APE,Addition,scheduled,2019-12-13,4.8621043556342,4.003594971657387,2.6594888003886874,3.4784882959798535,7.4820832676372415,5.469652858812679
GNC,Addition,off_cycle,2020-03-16,5.351894904659559,3.951102271599083,5.940156911224959,-37.139813078274706,-33.18871080667563,-25.470615248282684
MYX,Removal,scheduled,2020-06-12,-14.609190978854459,-11.280666615432068,-10.57915501696979,-0.9271287304217779,-12.207795345853844,1.3767935089492944
PRU,Addition,scheduled,2020-06-12,5.963818645667142,-5.387549458954976,-4.134156143684242,6.381808423182145,0.9942589642271678,19.29091847243254
PLS,Removal,scheduled,2020-06-12,-21.787760762886798,-17.89777356267528,-3.5995772628501514,-4.741376607289061,-22.639150169964342,-4.217033618034873
MSB,Addition,scheduled,2020-06-12,-0.2369354910087278,-3.8042033885364983,10.180962205744425,-10.044346160693598,-13.848549549230095,-2.936858572918889
OBL,Addition,scheduled,2020-06-12,8.77041368770356,5.106210508754694,-1.7745508446085245,-7.16904900885419,-2.0628385000994953,2.076727018834358
PNI,Removal,scheduled,2020-06-12,-6.338490687537079,-9.621774967099894,4.828105187571575,0.5634615649686818,-9.058313402131212,0.11876584972728832
MP1,Addition,scheduled,2020-06-12,-2.1246074236432877,-1.4656983052686257,-11.900458090519429,-16.620098035675447,-18.08579634094407,0.3418752324119376
JIN,Removal,scheduled,2020-06-12,1.653944497582227,3.819047162885547,-3.9028381220485686,-3.2954009106146542,0.5236462522708929,1.6505867093321087
CIP,Addition,scheduled,2020-06-12,7.306389916715961,8.696332685496833,5.9471328933268675,1.7985219245383215,10.494854610035153,8.724987844835141
EHE,Removal,scheduled,2020-06-12,-6.1609650221518315,-5.837036706722542,6.65511902920104,6.120003743726742,0.2829670370042008,-1.0102568319142122
HUB,Removal,scheduled,2020-06-12,-3.835303345849894,-5.5739725584540984,3.3280779592531062,-7.470611226705703,-13.044583785159801,2.236133700040556
TUA,Removal,off_cycle,2020-06-30,,,65.40730258774887,56.889559186360124,56.889559186360124,53.484991978526985
PBH,Addition,off_cycle,2021-01-27,-1.036656422687876,-1.2411242208270168,-1.6483122775298504,4.995968969465359,3.7548447486383423,-1.8819886462014823
CIA,Addition,scheduled,2021-03-12,5.441329550666518,4.918405845366958,-7.307604245331511,-15.453292631353543,-10.534886785986584,2.228659639544705
SSM,Removal,scheduled,2021-03-12,8.999737968230104,6.784313140689835,-0.9958179280615043,-6.890515579530421,-0.10620243884058622,-12.289825976759605
CDA,Addition,scheduled,2021-03-12,9.861791007989495,8.517007372032603,-3.106201060177438,-0.9892560695472836,7.527751302485321,15.409407428904942
BVS,Removal,scheduled,2021-03-12,-2.7092020682556672,-2.712183782999089,2.5169531033704673,-0.647709157706633,-3.359892940705722,0.5142914073640434
GWA,Removal,scheduled,2021-03-12,-7.738614364615415,-6.384130016010426,4.918789857285267,3.215047761446866,-3.16908225456356,0.6964703981163458
NIC,Addition,scheduled,2021-03-12,8.851992773677718,6.6185393471581255,-5.163466201660028,-10.478162983412076,-3.859623636253951,-13.534831307466611
HUB,Addition,scheduled,2021-03-12,10.266418593530858,11.929337091867055,3.3124028358254116,-9.843969044457126,2.08536804740993,4.536959117905859
SIQ,Removal,scheduled,2021-03-12,-8.815844548999141,-6.338195386237345,11.003182189711003,6.366060921678563,0.027865535441217837,4.806853453979188
SFR,Removal,scheduled,2021-03-12,-0.388664316427656,-2.780729865458653,-0.5673385977615908,-1.6469758237382726,-4.427705689196925,-15.061101219856877
PLS,Addition,scheduled,2021-03-12,11.680689746561445,7.489228707075046,-0.3662437309911337,-4.29575263072438,3.1934760763506667,13.990960350493163
NXL,Addition,scheduled,2021-03-12,3.0284455626347073,6.388296662287951,-8.286128537170557,-14.722526237007239,-8.334229574719286,-11.561058737266617
RBL,Addition,off_cycle,2021-04-16,-3.4329167446067954,-5.7100506569528475,-28.017068116272156,-26.95805171314267,-32.66810237009552,-46.6809049357917
WOW,Addition,off_cycle,2021-06-18,0.4876720481820529,0.9321784970797831,-4.189030859701526,-1.9581642008616562,-1.0259857037818731,0.18276406496159314
CNI,Addition,off_cycle,2021-07-08,2.91224127466706,4.152374623218169,-0.1468315486170324,-2.1524653820034656,1.9999092412147035,4.710913284637208
SFR,Addition,off_cycle,2021-11-24,-0.39934197547444317,1.018571820022618,-0.29866183692650594,-5.174778614919684,-4.1562067948970665,1.8512719121488437
360,Addition,off_cycle,2021-12-07,-5.867508443977442,8.17118325208761,4.12963981604173,-16.134710474960677,-7.963527222873068,-21.372533088016997
CHN,Addition,off_cycle,2021-12-08,-1.2335242380628442,-2.2684761507002937,-4.039168216640454,-5.219410179727335,-7.487886330427629,-7.691330109446904
SQ2,Addition,off_cycle,2022-01-14,,,-11.574237128417797,-13.766911295549779,-13.766911295549779,-16.261838723678167
ARF,Addition,off_cycle,2022-02-01,6.534463712466199,1.5739385845725984,0.05631836212368624,-1.3914115036441466,0.18252708092845182,3.2032181363541357
TLX,Addition,off_cycle,2022-02-03,-5.174565188337487,-9.234406235293468,-1.425960433921647,-15.313575740557006,-24.54798197585048,-38.95315155631823
MSB,Removal,scheduled,2022-03-04,-9.20727004653612,-7.810647501150769,15.820936240526471,17.603203833812486,9.79255633266172,2.294296261056862
AVZ,Addition,scheduled,2022-03-04,1.0028578389742693,-6.5095607528036,3.036689392893199,2.54459123915084,-3.964969513652762,29.371918237030407
HMC,Addition,scheduled,2022-03-04,4.426891639980268,4.008128061650362,-2.399783667618771,-2.5179318308737217,1.4901962307766414,-3.811129921127598
URW,Removal,scheduled,2022-03-04,-12.944773125383378,-12.896752156721725,3.9666815099568264,7.145331108505548,-5.7514210482161765,-0.7852004954795553
SPK,Removal,scheduled,2022-03-04,0.6446985491328716,0.43942640352256923,-0.09058855771179042,-1.0145280767052567,-0.5751016731826875,-4.51988456064275
CCX,Addition,scheduled,2022-03-04,-7.8081073504868375,-7.048046643753259,-6.210961159440254,-1.0604180075872174,-8.108464651340473,-11.21744188410987
SKC,Removal,scheduled,2022-03-04,-0.6884090673417109,-1.6660329536176244,-2.901502676476886,0.24606192017376793,-1.4199710334438564,-8.435462830739404
DEG,Addition,scheduled,2022-03-04,13.660177096048487,18.27998990922929,1.9278931525247844,-7.932879975494045,10.347109933735243,1.8599677674771549
HDN,Addition,off_cycle,2022-04-07,-2.6523230270862674,-1.5151082454944453,-1.3818868330900957,1.4093614714949299,-0.10574677399951593,-9.920159565244102
TAH,Addition,off_cycle,2022-05-17,1.0131657762411095,2.6174632995505487,45.83941511699289,32.53668425618403,35.154147555734575,51.506750296536836
LKE,Addition,scheduled,2022-06-03,5.083448670924341,6.132145590800031,3.766587378726493,10.44895820715073,16.58110379795076,-38.25682963091802
APX,Removal,scheduled,2022-06-03,-1.4231302596628859,-0.4830130438532865,-8.72146964638809,5.457993115289503,4.974980071436217,4.073197120208914
CXO,Addition,scheduled,2022-06-03,8.011141638585272,4.505288415003983,8.126377214880709,1.498476252857028,6.003764667861011,-7.935946717552067
NHC,Addition,scheduled,2022-06-03,6.1326451602413234,3.7294881732544582,0.5547526238204203,-8.878563179646736,-5.1490750063922786,4.4261429567802875
CDA,Removal,scheduled,2022-06-03,-5.367126788326826,-2.8749772211217106,-2.554656946907652,-0.7581910283711029,-3.6331682494928135,2.782766541475789
